num_critic_for_reviews,duration,director_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,budget,imdb_score,aspect_ratio,movie_facebook_likes,Action,Adventure,Fantasy,Sci.Fi,Thriller,Romance,Animation,Comedy,Family,Musical,Mystery,Western,Drama,History,Sport,Crime,Horror,War,Biography,Music,Documentary,News,Short,Film.Noir
258,150,80,22000,141614023,149922,22697,438,2.25E+08,6.6,2.35,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,173,0,26000,623279547,995415,87697,1722,2.20E+08,8.1,1.85,123000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,136,252,40000,241063875,370704,54083,484,2.50E+08,6.7,2.35,58000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,106,188,10000,179020854,268154,12572,341,2.25E+08,6.8,1.85,40000,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,164,0,5000,255108370,354228,9152,802,2.50E+08,7.5,2.35,65000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,153,464,15000,262030663,451803,28489,1225,2.30E+08,7,2.35,56000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,156,0,891,105219735,211765,3244,546,2.00E+08,6.7,2.35,17000,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
509,186,0,5000,258355354,483540,9152,951,2.25E+08,7.9,2.35,83000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,113,129,16000,70083519,149019,24106,666,1.80E+08,6.1,2.35,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,201,0,6000,218051260,316018,7123,2618,2.07E+08,7.2,2.35,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
315,194,0,29000,658672302,793059,45223,2528,2.00E+08,7.7,2.35,26000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
516,147,94,21000,407197282,272670,64798,1022,2.50E+08,8.2,2.35,72000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,131,532,14000,65173160,202382,26679,751,2.09E+08,5.9,2.35,44000,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,124,365,3000,652177271,418214,8458,1290,1.50E+08,7,2,150000,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,143,0,883,304360277,522030,2039,1498,2.00E+08,7.8,2.35,80000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,135,0,24000,373377893,411164,43388,1303,2.00E+08,7.3,2.35,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,195,1000,21000,408992272,557489,30426,1187,2.00E+08,7.2,2.35,95000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,108,13000,40000,334185206,306320,79957,736,2.00E+08,6.5,1.85,24000,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,104,420,20000,234360014,383427,21714,1912,2.10E+08,6.8,2.35,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,104,37,12000,268488329,235025,14863,265,2.00E+08,7.3,1.85,44000,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,150,0,894,402076689,323207,3218,1439,2.00E+08,6,2.35,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,165,0,974,245428137,242420,3988,918,2.10E+08,5.7,2.35,56000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,130,0,44000,234903076,175409,73441,511,2.15E+08,6.4,2.35,60000,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,142,464,15000,202853933,321227,28631,1067,2.00E+08,6.7,2.35,41000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,125,364,12000,172051787,264183,25550,665,1.70E+08,6.8,2.35,30000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,106,487,1000,191450875,101178,4482,283,2.00E+08,6.3,2.35,10000,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
436,123,258,16000,116593191,223393,17657,550,2.00E+08,5.6,2.35,24000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,103,125,15000,414984497,544884,19085,733,2.00E+08,8.3,1.85,30000,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,118,368,23000,125320003,286095,27468,974,2.00E+08,6.6,2.35,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,140,0,26000,350034110,278232,79150,657,1.90E+08,7.2,2.35,94000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
654,123,395,17000,202351611,465019,32392,995,1.90E+08,7,2.35,129000,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
539,149,0,34000,233914986,514125,91434,752,2.00E+08,8,2.35,82000,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,132,14000,19000,228756232,395573,21411,1171,1.90E+08,7.8,2.35,92000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,114,0,979,65171860,106416,1766,205,1.95E+08,6.3,2.35,22000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,143,1000,29000,144812796,362912,29770,753,1.05E+08,7.3,2.35,115000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
306,116,179,15000,90755643,222403,16149,453,2.00E+08,6.6,2.35,23000,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,131,0,16000,101785482,381148,19166,1106,1.90E+08,7,1.85,83000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,154,0,894,352358779,326180,2593,899,1.95E+08,6.3,2.35,46000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,122,14000,11000,317011114,333847,14959,2054,1.85E+08,6.2,2.35,5000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,93,113,275,123070338,62836,696,345,NA,6.8,2.35,20000,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,93,56,2000,237282182,273556,5005,428,1.85E+08,7.2,2.35,39000,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,122,681,998,130468626,53607,1327,432,1.85E+08,7.5,2.35,30000,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,98,475,1000,223806889,718837,2975,1043,1.80E+08,8.4,2.35,16000,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,91,420,268,140080850,121084,1125,221,1.40E+08,6.2,2.35,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
367,158,776,1000,166112167,283418,2144,1055,2.00E+08,5.8,2.35,13000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,96,0,18000,137850096,72809,48878,249,2.00E+08,6.8,2.35,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
384,127,0,17000,47375327,139593,47334,720,1.76E+08,5.4,2.35,44000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,110,282,11000,124051759,42372,21175,239,1.80E+08,6.6,2.35,29000,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
284,150,80,1000,291709845,286506,1317,1463,1.80E+08,6.9,2.35,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,144,0,34000,154985087,148379,49684,622,1.78E+08,7.3,2.35,54000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,152,22000,23000,533316061,1676169,57802,4667,1.85E+08,9,2.35,37000,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
408,96,0,1000,292979556,665575,2635,704,1.75E+08,8.3,1.85,27000,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,94,11,1000,198332128,114553,2579,187,1.75E+08,6.5,2.35,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,126,4000,21000,318298180,696338,39252,1055,1.40E+08,7.9,2.35,10000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,126,17000,17000,73820094,245333,36017,678,1.70E+08,7.5,1.85,42000,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
85,106,188,10000,113745408,129601,15870,648,1.70E+08,4.8,1.85,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
264,112,357,5000,102176165,117927,9131,501,1.45E+08,5.2,2.35,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
418,123,452,10000,161087183,118992,11287,971,1.75E+08,6.9,2.35,80000,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,96,293,87000,100289690,115099,108016,257,1.75E+08,5.4,2.35,2000,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,113,218,10000,100189501,431620,12652,741,1.78E+08,7.9,2.35,77000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,176,58,711,88246220,144337,1004,309,1.75E+08,6.1,1.85,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,118,208,23000,150167630,174578,26683,534,1.75E+08,5.8,2.35,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,95,0,1000,356454367,345198,2944,773,1.75E+08,8.3,1.85,118000,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
370,106,4000,19000,362645141,106072,32921,398,1.75E+08,7.8,1.85,65000,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
453,124,4000,21000,312057433,522371,48638,723,2.00E+08,7,2.35,18000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,132,274,26000,155111815,228554,72881,710,1.70E+08,6.1,2.35,53000,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
401,97,171,11000,241407328,252257,15516,634,1.80E+08,7,2.35,89000,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,130,198,10000,208543795,317542,14363,620,1.70E+08,7.6,1.85,45000,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
218,128,47,18000,38297305,116994,20965,324,1.75E+08,6.3,2.35,35000,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
576,136,94,19000,259746958,496749,36188,742,1.70E+08,7.8,2.35,55000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,93,31,4000,238371987,138661,4628,173,1.65E+08,6.4,2.35,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,130,663,2000,93417865,128306,5046,497,1.90E+08,6.5,2.2,37000,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
384,102,38,756,222487711,279093,2963,433,1.65E+08,7.9,2.39,41000,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
377,101,66,975,189412677,272534,4451,345,1.65E+08,7.8,2.35,40000,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,100,0,15000,665426,120798,16264,444,1.65E+08,6.6,2.35,10000,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,120,776,890,102315545,58137,3233,520,1.65E+08,5.5,2.35,67000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,98,255,18000,217387997,485430,20453,492,1.65E+08,8.2,2.35,33000,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,109,84,648,150350192,305340,1769,1676,2.00E+08,6.4,2.35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,121,571,14000,333130696,682155,32438,1097,1.70E+08,8.1,2.35,96000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,169,22000,11000,187991439,928227,31488,2725,1.65E+08,8.6,2.35,349000,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
642,148,22000,29000,292568851,1468200,81115,2803,1.60E+08,8.8,2.35,175000,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,182,0,5000,303001229,637246,9152,1367,1.80E+08,7.9,2.35,166000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,106,357,23000,144512310,272223,45327,988,3.80E+07,6.7,2.35,14000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
362,166,21000,11000,127490802,459346,13333,822,1.50E+08,7.8,2.35,23000,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
500,132,905,34000,146405371,518537,50983,698,1.60E+08,7.8,2.35,54000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,137,508,34000,281666058,166137,81385,383,1.60E+08,6.6,2.35,38000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,109,226,12000,63143812,124185,13388,238,1.50E+08,6.1,2.35,11000,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,98,249,87000,60655503,82380,92456,629,1.60E+08,5.6,2.35,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
218,113,33,40000,76846624,21352,80806,131,1.70E+08,6.4,1.85,30000,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,93,50,3000,320706665,211971,4705,326,1.60E+08,6.1,1.85,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,123,0,3000,46978995,111609,5505,781,1.60E+08,7.3,2.35,89000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,126,230,24000,89732035,188457,38873,867,1.55E+08,6.6,2.35,82000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,113,150,531,104383624,106446,764,227,1.55E+08,6.3,1.78,11000,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,184,0,3000,198539855,254111,5401,1999,1.40E+08,6.1,2.35,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
396,144,0,662,318759914,513158,2333,1782,1.50E+08,7.1,2.35,8000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,206,0,12000,34293771,138863,24598,1390,1.55E+08,5.5,2.35,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
329,138,282,21000,292000866,355137,33433,1108,1.50E+08,7.5,2.35,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
295,157,179,21000,289994397,385670,53413,1896,1.50E+08,7.6,2.35,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
318,102,532,10000,227946274,343648,21584,590,1.50E+08,6.4,2.35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
323,104,508,10000,256386216,530870,13076,1413,1.50E+08,7.2,2.35,11000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
276,115,13000,40000,206456431,320284,57844,1361,1.50E+08,6.7,1.85,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,111,663,1000,206435493,473887,4764,626,1.50E+08,8,2.35,10000,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,128,22000,23000,205343774,980946,59558,2685,1.50E+08,8.3,2.35,15000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,89,35,1000,179982968,146019,3285,119,1.50E+08,6.7,1.85,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,105,189,49000,177243721,130272,54039,209,1.50E+08,5.9,2.35,2000,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,119,151,20000,179883016,361924,40054,641,1.50E+08,6.7,2.35,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,129,0,309,139259759,364948,1062,2121,1.50E+08,6.7,2.35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,102,69,1000,400736600,421658,2582,904,1.50E+08,7.6,2.24,58000,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,138,0,234,281492479,421818,534,2789,1.50E+08,7.2,2.35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,112,230,26000,206360018,414070,59803,532,1.70E+08,7.1,2.35,63000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,120,750,27000,153629485,552503,40025,1588,1.50E+08,8.1,2.35,191000,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,146,2000,15000,133375846,207839,16948,435,1.50E+08,6.7,2.35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
516,115,0,26000,181015141,536314,60059,738,1.50E+08,7,2.35,63000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,96,59,17000,114053579,146766,20007,178,1.50E+08,6.9,1.85,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
145,88,12,730,119420252,33042,2217,90,1.50E+08,5.1,2.35,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,99,473,14000,83640426,152826,16184,253,1.50E+08,5.8,1.85,19000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,113,13000,40000,79711678,199039,80849,479,1.00E+08,6.2,1.85,82000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
465,131,188,10000,195000874,232187,21840,440,1.50E+08,7.4,2.35,47000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,119,394,12000,61937495,89442,13071,432,1.50E+08,5.8,1.85,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
248,110,282,11000,124051759,42372,21175,239,1.80E+08,6.6,2.35,29000,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
194,91,58,2000,126597121,105902,6576,206,1.50E+08,6.2,1.85,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,90,90,11000,165230261,182718,21015,209,1.50E+08,7.3,2.35,20000,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,103,0,1000,131564731,118951,2857,1382,1.50E+08,4.2,2.35,18000,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,124,14000,22000,133382309,256695,34817,871,1.50E+08,6.9,2.35,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,131,776,17000,73103784,164238,18204,434,1.50E+08,6.4,2.35,33000,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
132,88,25,921,21379315,17590,2652,112,1.50E+08,5.4,2.35,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,85,42,20000,64459316,85086,35161,122,1.49E+08,6.7,1.85,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,111,456,20000,34964818,39956,21393,186,1.50E+08,5.8,2.35,24000,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,92,50,3000,111505642,47900,5810,130,1.45E+08,6.9,1.85,11000,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,196,249,11000,133228348,381672,17944,1694,1.75E+08,7.2,2.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,93,35,851,216366733,119213,2444,154,1.45E+08,6.9,1.85,17000,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,133,93,769,160201106,169914,2538,1185,1.42E+08,6.1,2.35,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,116,176,783,118099659,69757,2097,1211,1.44E+08,5.5,2.35,62000,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,153,0,13000,201573391,322395,26029,1171,1.40E+08,6.6,2.35,11000,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,88,188,10000,190418803,270207,14823,606,1.40E+08,6.1,1.85,2000,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
287,115,0,18000,82161969,142440,31523,505,1.50E+08,6.3,2.35,3000,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,95,5,24000,143523463,64322,36095,145,1.45E+08,7.2,2.35,24000,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,133,663,10000,209364921,365104,21768,512,1.45E+08,7.4,2.35,35000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,97,52,20000,103400692,123553,20645,174,1.45E+08,7.3,1.85,25000,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,90,23,957,110332737,110788,1997,258,1.00E+08,6.1,2.35,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
190,154,380,10000,111110575,317166,11945,928,1.40E+08,7.7,2.35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
